Point,Comment,Inspected,SiO2(Mass%),MgO(Mass%),Al2O3(Mass%),MnO(Mass%),FeO(Mass%),TiO2(Mass%),CaO(Mass%),Cr2O3(Mass%),Na2O(Mass%),K2O(Mass%),P2O5(Mass%),NiO(Mass%),Total(Mass%),SiO2(Norm%),MgO(Norm%),Al2O3(Norm%),MnO(Norm%),FeO(Norm%),TiO2(Norm%),CaO(Norm%),Cr2O3(Norm%),Na2O(Norm%),K2O(Norm%),P2O5(Norm%),NiO(Norm%),Total(Norm%),SiO2(Cation),MgO(Cation),Al2O3(Cation),MnO(Cation),FeO(Cation),TiO2(Cation),CaO(Cation),Cr2O3(Cation),Na2O(Cation),K2O(Cation),P2O5(Cation),NiO(Cation),Total(Cation),SiO2(mole%),MgO(mole%),Al2O3(mole%),MnO(mole%),FeO(mole%),TiO2(mole%),CaO(mole%),Cr2O3(mole%),Na2O(mole%),K2O(mole%),P2O5(mole%),NiO(mole%),Total(mole%),X,Y,Z,SiO2(K-ratio),MgO(K-ratio),Al2O3(K-ratio),MnO(K-ratio),FeO(K-ratio),TiO2(K-ratio),CaO(K-ratio),Cr2O3(K-ratio),Na2O(K-ratio),K2O(K-ratio),P2O5(K-ratio),NiO(K-ratio),Total(K-ratio),SiO2(K-raw),MgO(K-raw),Al2O3(K-raw),MnO(K-raw),FeO(K-raw),TiO2(K-raw),CaO(K-raw),Cr2O3(K-raw),Na2O(K-raw),K2O(K-raw),P2O5(K-raw),NiO(K-raw),Total(K-raw),Na(Net),Mg(Net),Al(Net),Si(Net),K(Net),Ca(Net),Ti(Net),P(Net),Ni(Net),Fe(Net),Mn(Net),Cr(Net),Na(BG-),Mg(BG-),Al(BG-),Si(BG-),K(BG-),Ca(BG-),Ti(BG-),P(BG-),Ni(BG-),Fe(BG-),Mn(BG-),Cr(BG-),Na(BG+),Mg(BG+),Al(BG+),Si(BG+),K(BG+),Ca(BG+),Ti(BG+),P(BG+),Ni(BG+),Fe(BG+),Mn(BG+),Cr(BG+),Na(L-value),Mg(L-value),Al(L-value),Si(L-value),K(L-value),Ca(L-value),Ti(L-value),P(L-value),Ni(L-value),Fe(L-value),Mn(L-value),Cr(L-value),Current,Na(Error%),Mg(Error%),Al(Error%),Si(Error%),K(Error%),Ca(Error%),Ti(Error%),P(Error%),Ni(Error%),Fe(Error%),Mn(Error%),Cr(Error%),Total(Error%),Na(D.L.),Mg(D.L.),Al(D.L.),Si(D.L.),K(D.L.),Ca(D.L.),Ti(D.L.),P(D.L.),Ni(D.L.),Fe(D.L.),Mn(D.L.),Cr(D.L.), ,Bi(Net),Ar(Net),Br(Net),As(Net)
404,PK5V-3_gr1 Grid 003x004,PK5V-3_gr1 Grid 003x004,40.97,19.53,14.49,0.2864,6.42,1.83,6.07,9.34,0.1402,0.0067,0.0381,0.0246,99.146,41.3229,19.6982,14.6148,0.2889,6.4753,1.8458,6.1223,9.4205,0.1414,0.0068,0.0384,0.0248,100,6.038,4.29,2.517,0.0358,0.791,0.203,0.959,1.089,0.0401,0.0013,0.0048,0.0029,15.9719,42.6844,30.3316,8.897,0.2527,5.5939,1.4339,6.7762,3.8469,0.1416,0.0045,0.0168,0.0206,100,21.3825,23.3143,10.321,38.0751,16.707,12.4788,0.2725,5.712,1.6957,6.1773,8.487,0.1236,0.0069,0.0302,0.0218,89.788,58.876,16.707,66.518,0.658,6.348,1.696,24.007,8.487,1.0665,0.0569,0.0716,0.0474,184.5394,538.3,134227.9,112779.3,330377.2,172.9,158357.6,39564.5,115.9,126.4,30370,1198.4,30419.1,738,1512.1,2449.3,4899.8,1778.7,2384.4,3835,220,1366.7,809.4,681.1,440.1,529.1,1052.4,1584.8,2915.5,1454.5,2274.4,3398.8,195.1,1184,704,503,358.2,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.7,4.76,0.17,0.18,0.11,20.39,0.15,0.33,12.01,24.64,0.35,2.46,0.35,65.9,49,38,42,61,14,16,22,32,52,44,47,48,465,916.8,1256.1,666.7,918.1
405,PK5V-3_gr1 Grid 003x005,PK5V-3_gr1 Grid 003x005,40.65,19.47,14.42,0.2903,6.36,1.83,6.03,9.22,0.1421,0.0068,0.0388,0.0236,98.4816,41.2767,19.7702,14.6423,0.2948,6.4581,1.8582,6.123,9.3622,0.1443,0.0069,0.0394,0.024,100,6.031,4.305,2.522,0.0365,0.789,0.204,0.959,1.082,0.0409,0.0013,0.0049,0.0028,15.9784,42.6114,30.4243,8.9085,0.2578,5.5757,1.4427,6.7729,3.8208,0.1444,0.0045,0.0172,0.0199,100,21.3825,23.3156,10.321,37.7537,16.655,12.4154,0.2762,5.6616,1.6937,6.1379,8.376,0.1253,0.007,0.0308,0.0209,89.1536,58.379,16.655,66.18,0.6668,6.292,1.694,23.854,8.376,1.0808,0.0578,0.073,0.0455,183.3539,545.8,133814.8,112206.3,327590,175.4,157344.8,39533.3,118,121.9,30100.9,1214.9,30021.1,748.8,1501,2477.3,4980.9,1735,2379,3706,228.7,1372.4,849,615,419.3,504.9,1052.1,1603.8,2851,1508.2,2249.2,3419.9,181.9,1148.3,741.6,482.5,363.2,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.7,4.71,0.17,0.18,0.11,20.2,0.15,0.33,11.79,25.57,0.36,2.4,0.35,66.32,49,38,43,62,14,16,22,32,52,45,46,47,466,936.1,1261.7,667.8,914.3
406,PK5V-3_gr1 Grid 004x001,PK5V-3_gr1 Grid 004x001,40.98,19.45,14.49,0.2847,6.4,1.84,6.07,9.25,0.1456,0.0077,0.0435,0.0132,98.9747,41.4045,19.6515,14.6401,0.2876,6.4663,1.8591,6.1329,9.3458,0.1471,0.0078,0.044,0.0133,100,6.046,4.278,2.521,0.0356,0.79,0.204,0.959,1.08,0.0417,0.0015,0.0054,0.0016,15.9638,42.7645,30.2566,8.9115,0.2517,5.5856,1.4441,6.7873,3.816,0.1473,0.0051,0.0192,0.0111,100,21.3838,23.3104,10.321,38.0803,16.641,12.4855,0.2709,5.6967,1.7037,6.1709,8.405,0.1284,0.0079,0.0345,0.0117,89.6366,58.884,16.641,66.554,0.6539,6.331,1.704,23.982,8.405,1.1077,0.0654,0.0818,0.0255,184.4353,559,133696.8,112841.1,330419.9,198.4,158188.5,39753.5,132.5,67.9,30285.4,1191.2,30123.3,718.5,1522.1,2396.8,4947.3,1735.7,2393.5,3808.2,216.9,1388.3,866.8,626.2,467.4,485.8,1025.7,1675,2874.8,1448.3,2273.6,3410,180,1239.9,698.8,520.8,344.8,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.7,4.55,0.17,0.18,0.11,17.75,0.15,0.33,10.53,46.1,0.36,2.46,0.35,83.04,48,38,43,62,14,16,22,31,53,45,47,48,467,922.9,1263.7,681,920.2
407,PK5V-3_gr1 Grid 004x002,PK5V-3_gr1 Grid 004x002,40.73,19.4,14.49,0.2908,6.39,1.83,6.06,9.28,0.1442,0.0078,0.0492,0.0255,98.6975,41.2675,19.656,14.6812,0.2946,6.4743,1.8542,6.14,9.4025,0.1461,0.0079,0.0498,0.0258,100,6.03,4.282,2.529,0.0365,0.791,0.204,0.961,1.086,0.0414,0.0015,0.0062,0.003,15.9716,42.6474,30.281,8.9417,0.2579,5.5957,1.4411,6.799,3.8414,0.1464,0.0052,0.0218,0.0215,100,21.3838,23.3117,10.321,37.8332,16.596,12.4818,0.2767,5.6868,1.6997,6.1642,8.428,0.1271,0.008,0.0391,0.0226,89.3633,58.502,16.596,66.534,0.6681,6.32,1.7,23.956,8.428,1.0968,0.0661,0.0926,0.0492,184.0088,553.4,133337.3,112806.3,328280,200.3,158017.1,39675.2,149.5,131.8,30231.9,1217.4,30206.8,729.9,1513.2,2459.8,4961.1,1781.9,2476.9,3699.6,221.3,1340.6,834,658.1,471,484.2,1032.9,1594.9,2911.7,1475,2200.9,3441.4,149.5,1162.1,726,511.9,371.5,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.8,4.59,0.17,0.18,0.11,17.75,0.15,0.33,9.22,23.62,0.36,2.43,0.35,59.26,48,38,43,62,14,16,22,30,52,45,47,49,466,917,1258.9,679.8,917.7
408,PK5V-3_gr1 Grid 004x003,PK5V-3_gr1 Grid 004x003,40.86,19.5,14.51,0.2825,6.4,1.83,6.07,9.28,0.1346,0.007,0.0442,0.009,98.9273,41.3031,19.7114,14.6673,0.2856,6.4694,1.8498,6.1358,9.3806,0.1361,0.0071,0.0447,0.0091,100,6.033,4.292,2.526,0.0353,0.79,0.203,0.961,1.084,0.0385,0.0013,0.0055,0.0011,15.9707,42.6595,30.3488,8.9281,0.2498,5.5882,1.4369,6.7905,3.8302,0.1362,0.0047,0.0195,0.0076,100,21.3838,23.313,10.321,37.9619,16.689,12.4998,0.2688,5.6913,1.6967,6.1781,8.43,0.1187,0.0072,0.0351,0.008,89.5846,58.701,16.689,66.63,0.6489,6.325,1.697,24.01,8.43,1.0242,0.0591,0.0832,0.0173,184.3147,516.8,134087.7,112970.3,329392.9,179.3,158373.1,39597.9,134.5,46.1,30256.4,1181.9,30214.2,732.4,1481.2,2510.2,5012.5,1731.1,2367.2,3792.4,214.9,1338.8,808.8,648,493.7,545.8,1029,1665.8,2889.3,1480.6,2143.7,3488.5,185.9,1189.8,661.2,487.8,386.3,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.7,4.96,0.17,0.18,0.11,19.66,0.15,0.33,10.41,66.51,0.36,2.46,0.35,105.65,50,38,43,62,14,16,22,32,52,44,46,50,469,943.3,1286.1,675,912.3
409,PK5V-3_gr1 Grid 004x004,PK5V-3_gr1 Grid 004x004,40.84,19.54,14.46,0.2799,6.42,1.84,6.05,9.29,0.1512,0.0069,0.0497,0.0113,98.939,41.278,19.7495,14.6151,0.2829,6.4888,1.8597,6.1149,9.3896,0.1528,0.007,0.0502,0.0114,100,6.032,4.301,2.517,0.035,0.793,0.205,0.958,1.084,0.0433,0.0013,0.0062,0.0013,15.9771,42.6231,30.4,8.8941,0.2474,5.6036,1.4442,6.7656,3.833,0.153,0.0046,0.022,0.0095,100,21.3838,23.3143,10.321,37.9438,16.715,12.4501,0.2663,5.7138,1.7067,6.1578,8.435,0.1333,0.007,0.0394,0.01,89.5782,58.673,16.715,66.365,0.643,6.35,1.707,23.931,8.435,1.1498,0.0581,0.0934,0.0217,184.142,580.1,134291.4,112520.8,329240,176,157855.6,39837.8,151,58,30378.4,1171.4,30230.7,726.4,1524.1,2454.9,4947.3,1773.2,2496.4,3848.4,190.5,1367.2,861.6,652.6,475.9,506.9,1073.8,1641.4,2875.4,1473.3,2280.2,3467.4,166.1,1183.9,706,530.7,374.4,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.7,4.44,0.17,0.18,0.11,20.08,0.15,0.33,9.04,53.39,0.36,2.51,0.35,91.11,49,38,43,62,14,16,22,30,53,45,47,49,468,920.2,1272.3,683.6,915.6
410,PK5V-3_gr1 Grid 004x005,PK5V-3_gr1 Grid 004x005,40.93,19.58,14.44,0.2962,6.39,1.84,6.07,9.32,0.1402,0.0065,0.0429,0.0185,99.0743,41.3124,19.7629,14.5749,0.299,6.4497,1.8572,6.1267,9.4071,0.1415,0.0066,0.0433,0.0187,100,6.036,4.306,2.51,0.037,0.788,0.204,0.959,1.086,0.0401,0.0012,0.0054,0.0022,15.9749,42.6494,30.414,8.8677,0.2614,5.5686,1.4419,6.7773,3.8392,0.1416,0.0043,0.0189,0.0155,100,21.3838,23.3156,10.321,38.0285,16.756,12.4285,0.2819,5.6841,1.7047,6.1722,8.462,0.1236,0.0066,0.0341,0.0164,89.6986,58.804,16.756,66.25,0.6805,6.317,1.705,23.987,8.462,1.0663,0.0548,0.0807,0.0356,184.1989,537.9,134626.3,112325.7,329974.3,166.1,158221.5,39770.6,130.5,95.6,30218.9,1239.3,30329.6,717.2,1554.4,2446.3,4909,1786.4,2464.7,3729.1,206.3,1311.8,812.1,642.7,466,493.1,1098.9,1597.9,2915,1490.4,2252.5,3467.4,191.2,1228.1,690.8,508.2,402.1,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.7,4.7,0.17,0.18,0.11,21.39,0.15,0.33,10.67,32.6,0.36,2.39,0.35,73.4,48,39,43,62,14,16,22,32,52,44,47,50,469,926.2,1255.1,671.7,925.5
411,PK5V-3_gr1 Grid 005x001,PK5V-3_gr1 Grid 005x001,40.85,19.48,14.46,0.2723,6.37,1.83,6.06,9.3,0.1523,0.0069,0.0387,0.0127,98.8329,41.3324,19.71,14.6308,0.2755,6.4452,1.8516,6.1316,9.4098,0.1541,0.007,0.0392,0.0128,100,6.038,4.291,2.519,0.0341,0.787,0.203,0.96,1.087,0.0437,0.0013,0.0048,0.0015,15.9704,42.6883,30.3456,8.9055,0.241,5.5671,1.4382,6.7855,3.842,0.1543,0.0046,0.0171,0.0107,100,21.3851,23.3104,10.321,37.9522,16.664,12.4527,0.2591,5.6679,1.6937,6.166,8.448,0.1344,0.0071,0.0307,0.0113,89.487,58.686,16.664,66.379,0.6255,6.299,1.694,23.963,8.448,1.1591,0.0582,0.0727,0.0245,184.073,585.3,133881.5,112544.4,329308.8,176.4,158068.5,39524.7,117.2,65.8,30135,1139.6,30277.8,748.5,1547.1,2458.9,4800.5,1689.9,2437.1,3864.4,212.6,1403.6,822.3,652.4,444.4,520.7,1050,1636.6,2876.9,1458.2,2294.9,3421.3,170.5,1171.8,720.2,513.5,388.4,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.9,4.45,0.17,0.18,0.11,19.76,0.15,0.33,11.53,47.45,0.36,2.55,0.35,87.39,49,38,43,61,14,16,22,31,53,45,47,49,468,923,1267.3,682.7,917
412,PK5V-3_gr1 Grid 005x002,PK5V-3_gr1 Grid 005x002,40.97,19.53,14.46,0.3037,6.43,1.83,6.06,9.28,0.1506,0.0058,0.0462,0.0075,99.0738,41.353,19.7126,14.5952,0.3065,6.4901,1.8471,6.1167,9.3668,0.152,0.0059,0.0466,0.0076,100,6.041,4.293,2.513,0.0379,0.792,0.203,0.957,1.082,0.0431,0.0011,0.0058,0.0009,15.9698,42.6977,30.341,8.8814,0.2681,5.6043,1.4343,6.7671,3.8234,0.1522,0.0039,0.0204,0.0063,100,21.3851,23.3117,10.321,38.0719,16.711,12.4512,0.289,5.7174,1.6997,6.165,8.426,0.1328,0.0059,0.0366,0.0067,89.7131,58.871,16.711,66.371,0.6977,6.354,1.7,23.959,8.426,1.1454,0.049,0.0868,0.0145,184.3854,578.4,134258.9,112531.6,330351.8,148.9,158036.2,39659.4,140.3,38.9,30397.2,1270.8,30198.9,714.8,1491.4,2493.4,4924.2,1789.2,2433.5,3843.2,190.4,1405.8,872.9,614,474.3,469.7,1064.6,1648.2,2942,1464.4,2249.7,3384.7,183.8,1210.1,720.7,508.6,405.8,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.8,4.39,0.17,0.18,0.11,23.73,0.15,0.33,9.79,80.31,0.36,2.33,0.35,122.2,48,38,43,62,14,16,22,31,53,45,46,50,468,917,1265.5,668,906.5
413,PK5V-3_gr1 Grid 005x003,PK5V-3_gr1 Grid 005x003,40.95,19.57,14.5,0.3011,6.41,1.83,6.05,9.27,0.14,0.0051,0.0457,0.0182,99.0901,41.326,19.7497,14.6331,0.3039,6.4689,1.8468,6.1056,9.3551,0.1413,0.0051,0.0461,0.0184,100,6.036,4.301,2.519,0.0376,0.79,0.203,0.956,1.081,0.04,0.001,0.0057,0.0022,15.9725,42.6647,30.3945,8.9034,0.2657,5.5853,1.4339,6.7541,3.8182,0.1414,0.0034,0.0202,0.0153,100,21.3851,23.313,10.321,38.0466,16.75,12.4838,0.2865,5.7003,1.7007,6.1601,8.421,0.1234,0.0052,0.0363,0.0161,89.7301,58.832,16.75,66.545,0.6917,6.335,1.701,23.94,8.421,1.0648,0.043,0.0859,0.0351,184.4445,537.2,134572.2,112826,330129.2,130.5,157915.6,39695.4,139.1,93.6,30307.2,1260.4,30181.9,745.5,1562.9,2457.5,5019.1,1754.1,2425.8,3825.3,219.5,1334.2,872.8,634.2,475.3,518.1,1070.5,1663.2,2858.3,1545.2,2225.4,3493.7,171.4,1166.1,659.2,491.8,369.1,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.7,4.78,0.17,0.18,0.11,27.16,0.15,0.33,10.04,32.86,0.36,2.35,0.35,78.84,49,39,43,62,14,16,22,31,52,45,46,49,468,928.2,1255.1,682.9,896.5
414,PK5V-3_gr1 Grid 005x004,PK5V-3_gr1 Grid 005x004,40.93,19.54,14.45,0.2845,6.42,1.83,6.06,9.25,0.1396,0.0058,0.0426,0.024,98.9765,41.3533,19.7421,14.5994,0.2874,6.4864,1.8489,6.1227,9.3457,0.141,0.0059,0.043,0.0242,100,6.041,4.299,2.513,0.0356,0.793,0.204,0.958,1.079,0.04,0.0011,0.0053,0.0028,15.9718,42.6855,30.3776,8.8814,0.2513,5.5995,1.4353,6.7718,3.8136,0.1411,0.0039,0.0188,0.0201,100,21.3851,23.3143,10.321,38.0272,16.718,12.4383,0.2707,5.7165,1.6997,6.1609,8.4,0.1231,0.0059,0.0338,0.0212,89.6154,58.802,16.718,66.302,0.6535,6.353,1.7,23.943,8.4,1.062,0.0488,0.0802,0.0462,184.1087,536.2,134317.5,112414.4,329960.5,148.2,157933.5,39662.7,129.8,123.2,30392.6,1190.4,30107.4,731.9,1521.7,2413.7,4969.7,1769.4,2515.1,3812.3,201.6,1337.3,788.5,652.2,466.4,537.5,1013.2,1573.1,2897.2,1475.6,2312.9,3277.3,193,1168.6,734.5,502.6,378.1,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.8,4.8,0.17,0.18,0.11,23.81,0.15,0.33,10.69,25.13,0.36,2.46,0.35,68.54,50,38,42,62,14,16,22,31,52,44,47,49,467,937.4,1252.3,673.3,917
415,PK5V-3_gr1 Grid 005x005,PK5V-3_gr1 Grid 005x005,40.99,19.58,14.46,0.2758,6.4,1.82,6.05,9.24,0.1387,0.0079,0.0497,0.0101,99.0222,41.3948,19.7733,14.6028,0.2785,6.4632,1.838,6.1097,9.3312,0.1401,0.008,0.0502,0.0102,100,6.044,4.303,2.513,0.0345,0.79,0.202,0.956,1.078,0.0397,0.0015,0.0062,0.0012,15.9691,42.7162,30.4171,8.8809,0.2435,5.5779,1.4264,6.7556,3.8067,0.1401,0.0053,0.0219,0.0085,100,21.3851,23.3156,10.321,38.0835,16.757,12.451,0.2624,5.6967,1.6897,6.1575,8.396,0.1223,0.0081,0.0394,0.009,89.6728,58.889,16.757,66.37,0.6336,6.331,1.69,23.93,8.396,1.0554,0.0672,0.0934,0.0195,184.2321,532.6,134628.9,112528.7,330448.9,203.7,157844.4,39435.1,151,52.1,30284.8,1154.3,30093.6,743.6,1538.6,2468.7,4994.7,1690.2,2324.3,3746.2,205,1388.9,826.6,649.3,479.2,520.1,1059.3,1587.3,2889.9,1466.7,2238,3442.3,170.7,1230.1,739.6,485.2,364.5,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.7,4.81,0.17,0.18,0.11,17.22,0.15,0.33,9.2,60.11,0.36,2.51,0.35,95.5,49,38,43,62,14,16,22,31,53,45,46,49,468,929.5,1259.1,682.9,916.9
416,dr14 Line 001,dr14 Line 001,41.64,19.72,18.86,0.4776,7.68,0.0168,4.31,7.03,0.0053,0.002,0.0075,0.0002,99.7494,41.7446,19.7695,18.9074,0.4788,7.6993,0.0168,4.3208,7.0477,0.0053,0.002,0.0075,0.0002,100,6.026,4.255,3.217,0.0585,0.929,0.0018,0.668,0.804,0.0015,0.0004,0.0009,0,15.9621,43.1955,30.4947,11.5303,0.4197,6.6629,0.0131,4.7907,2.883,0.0053,0.0013,0.0033,0.0002,100,26.3757,-26.7192,10.364,38.121,17.065,16.3236,0.4538,6.8305,0.0155,4.3512,6.402,0.0047,0.0021,0.0059,0.0002,89.5755,58.947,17.065,87.013,1.0957,7.591,0.0155,16.91,6.402,0.0406,0.0171,0.014,0.0004,195.1113,20.4,137106.1,147528.3,330777.3,52,111544.1,361,22.4,1.3,36313.6,1996.1,22945.3,741.8,1476.9,2515.8,4807.6,1681.8,2312.3,3793.1,208.2,1390,767.5,633.1,455.9,533.6,1001.3,1615.3,2811.6,1415.7,2194.3,3309,188.4,1151.5,720.7,500,350.5,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.8,106.24,0.16,0.16,0.11,65.28,0.18,14.44,54.55,2784.98,0.32,1.7,0.41,3028.53,50,37,43,61,13,16,22,31,52,44,46,48,463,1113.3,1421.6,814.2,1025.7
417,dr14 Line 002,dr14 Line 002,41.65,19.7,18.89,0.4946,7.64,0.0176,4.31,6.99,0.0104,0.0013,0.0089,0.0008,99.7136,41.7696,19.7566,18.9443,0.496,7.6619,0.0177,4.3224,7.0101,0.0104,0.0013,0.0089,0.0008,100,6.028,4.25,3.222,0.0606,0.924,0.0019,0.668,0.8,0.0029,0.0002,0.0011,0.0001,15.9588,43.2197,30.4735,11.5524,0.4347,6.6303,0.0137,4.7922,2.8675,0.0105,0.0009,0.0039,0.0007,100,26.377,-26.7192,10.364,38.1243,17.047,16.3508,0.47,6.7936,0.0163,4.3506,6.37,0.0093,0.0014,0.007,0.0007,89.541,58.952,17.047,87.158,1.1347,7.55,0.0163,16.908,6.37,0.0805,0.0112,0.0165,0.0016,195.2458,40.8,136957.8,147774.7,330806.3,34.3,111531,380.1,27,4.6,36120.6,2067.2,22832,743.1,1444.7,2545.4,4837.3,1698.9,2390.6,3676.6,212.8,1334.7,793.2,653.5,428.9,488.8,1063.9,1581,2785.2,1492.8,2104.7,3295.8,173.3,1141,701.6,480.2,349.8,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.8,53.12,0.16,0.16,0.11,100.88,0.18,13.63,46.02,685.93,0.32,1.66,0.41,902.58,49,38,43,61,14,16,22,31,52,44,46,47,463,1111.3,1396.6,794.5,1017.1
418,dr14 Line 003,dr14 Line 003,41.6,19.71,18.77,0.4862,7.58,0.0134,4.32,7.04,0.0187,0.0014,0.0133,0.0059,99.5589,41.7843,19.7973,18.8532,0.4884,7.6136,0.0135,4.3391,7.0712,0.0188,0.0014,0.0134,0.0059,100,6.03,4.259,3.207,0.0597,0.919,0.0015,0.671,0.807,0.0053,0.0003,0.0016,0.0007,15.9621,43.2224,30.5275,11.4935,0.4279,6.5866,0.0105,4.8094,2.8917,0.0188,0.0009,0.0059,0.0049,100,26.3783,-26.7192,10.364,38.0809,17.049,16.242,0.462,6.7432,0.0124,4.3648,6.412,0.0167,0.0014,0.0104,0.0052,89.4002,58.885,17.049,86.578,1.1154,7.494,0.0124,16.963,6.412,0.1443,0.012,0.0247,0.0114,194.7012,73.1,136974.3,146791.8,330427.5,36.2,111894.6,289.2,40.2,30.3,35849.8,2031.6,22982.2,729.3,1556.7,2475,4881.4,1677.9,2312.9,3792.5,209.5,1345.2,828.7,640.3,479.6,494.7,1085,1676.6,2774.7,1447.3,2147.6,3420.3,169.3,1144.9,702.9,469,374.2,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.8,29.91,0.17,0.16,0.11,93.82,0.18,18.1,31.01,99.93,0.33,1.67,0.41,275.8,49,39,43,61,14,16,22,31,52,45,46,49,467,1098.2,1398.6,789.2,1032.3
419,dr14 Line 004,dr14 Line 004,41.68,19.7,18.82,0.4963,7.63,0.0175,4.32,7.04,0.0193,0.0032,0.0149,0.0117,99.7529,41.7832,19.7488,18.8666,0.4975,7.6489,0.0175,4.3307,7.0574,0.0193,0.0032,0.0149,0.0117,100,6.031,4.249,3.21,0.0608,0.924,0.0019,0.67,0.805,0.0054,0.0006,0.0018,0.0014,15.9609,43.2358,30.4629,11.5056,0.4361,6.6194,0.0137,4.8017,2.887,0.0194,0.0021,0.0065,0.0098,100,26.3796,-26.7192,10.364,38.1676,17.043,16.294,0.4716,6.79,0.0162,4.3674,6.412,0.0172,0.0033,0.0117,0.0103,89.6042,59.019,17.043,86.855,1.1385,7.546,0.0162,16.973,6.412,0.1488,0.0268,0.0277,0.0225,195.2285,75.2,136932.8,147261,331180,81.1,111958.5,377.1,44.8,60,36100.9,2073.8,22982.2,735,1520.8,2468.7,4901.8,1662.5,2352.7,3690.2,190.5,1280.2,837.2,610.4,422.5,487.1,1104.2,1621,2868.2,1450.2,2237.3,3322.4,170.7,1141.7,684.9,489.8,366.5,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.7,29.02,0.17,0.16,0.11,42.04,0.18,13.79,27.28,50.16,0.33,1.64,0.41,165.29,49,39,43,61,13,16,22,30,51,44,46,47,461,1094.3,1397.5,804.9,1025.1
420,dr14 Line 005,dr14 Line 005,41.67,19.7,18.79,0.4896,7.6,0.0159,4.3,7.04,0.0079,0.0044,0.0086,0.0017,99.6281,41.8255,19.7735,18.8601,0.4914,7.6284,0.016,4.3161,7.0663,0.0079,0.0044,0.0086,0.0017,100,6.035,4.253,3.207,0.0601,0.921,0.0017,0.668,0.806,0.0022,0.0008,0.001,0.0002,15.956,43.2713,30.4952,11.4994,0.4307,6.6003,0.0124,4.7845,2.8901,0.008,0.0029,0.0038,0.0014,100,26.3809,-26.7192,10.364,38.1572,17.048,16.2662,0.4652,6.7639,0.0147,4.3465,6.414,0.0071,0.0045,0.0067,0.0015,89.4956,59.003,17.048,86.707,1.1232,7.517,0.0147,16.892,6.414,0.0609,0.0371,0.0159,0.0032,194.836,31,136967.7,147010.5,331088.9,112.7,111419.6,342.6,25.7,8.6,35962.4,2046.1,22988.1,718.7,1568.5,2489.5,4847.8,1731.2,2303,3745.1,212.8,1308.3,809,650.9,459.2,555.3,1077.1,1604.7,2848.5,1440.1,2177.9,3298.4,186.4,1201.6,720.7,465.7,337.3,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.8,71.08,0.17,0.16,0.11,30.83,0.18,15.16,48.69,360.47,0.33,1.66,0.41,529.25,50,39,43,61,14,16,22,32,52,44,46,48,467,1105.4,1383.4,797.1,1034.3
